names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type,n_tumor,n_normal
ORMDL1,6.208291,0.57903916,5.356395526010169e-10,1.0238003548988261e-08,CD4+ T Cells,11933,5424
CTDNEP1,6.203145,1.4851531,5.53457737680313e-10,1.0564617422818534e-08,CD4+ T Cells,11933,5424
VAMP2,6.1958537,0.5284414,5.796992967092602e-10,1.1036406742218796e-08,CD4+ T Cells,11933,5424
HLA-DPA1,6.1802645,1.093113,6.399427512755621e-10,1.2151353895283607e-08,CD4+ T Cells,11933,5424
SRSF4,6.1620197,0.69684803,7.182281281130479e-10,1.3586613335927015e-08,CD4+ T Cells,11933,5424
TMEM167A,6.161994,0.85098994,7.183467552687931e-10,1.3586613335927015e-08,CD4+ T Cells,11933,5424
AHR,6.1363273,1.0945381,8.445117471013396e-10,1.592961902032027e-08,CD4+ T Cells,11933,5424
STOM,6.134116,0.87714,8.563391646079422e-10,1.6091391393132876e-08,CD4+ T Cells,11933,5424
ECH1,6.123931,0.7836709,9.129449892551449e-10,1.7088487774298437e-08,CD4+ T Cells,11933,5424
CCDC167,6.069235,1.1780225,1.2852126973104297e-09,2.384069553510847e-08,CD4+ T Cells,11933,5424
PIM1,6.047475,0.5707672,1.47133420746578e-09,2.7188677711139685e-08,CD4+ T Cells,11933,5424
CCND2,6.003858,0.6153097,1.926833176961445e-09,3.542484020007007e-08,CD4+ T Cells,11933,5424
CYLD,5.9981565,0.556982,1.995700337173314e-09,3.6597957133790466e-08,CD4+ T Cells,11933,5424
C19orf66,5.9914193,0.7627579,2.080176297506471e-09,3.805065846854757e-08,CD4+ T Cells,11933,5424
SRP19,5.984497,0.89645594,2.170592913260707e-09,3.961436552653675e-08,CD4+ T Cells,11933,5424
TIFA,5.9844565,0.9149236,2.171137733260325e-09,3.961436552653675e-08,CD4+ T Cells,11933,5424
GBP5,5.9654975,1.0601362,2.4388955435940476e-09,4.438789889341167e-08,CD4+ T Cells,11933,5424
SNHG25,5.9618144,3.363191,2.4945237412005115e-09,4.534329649677161e-08,CD4+ T Cells,11933,5424
PSMA4,5.953675,0.7644129,2.621872032600644e-09,4.747918202715735e-08,CD4+ T Cells,11933,5424
TNFSF10,5.947879,1.435947,2.7163945524317643e-09,4.9129390973918994e-08,CD4+ T Cells,11933,5424
RSBN1L,5.898335,0.61858803,3.6718812747914578e-09,6.58345107372461e-08,CD4+ T Cells,11933,5424
FKBP2,5.891393,0.769896,3.829529423833838e-09,6.84912994233026e-08,CD4+ T Cells,11933,5424
MLLT6,5.8879814,1.0147519,3.909413436366444e-09,6.974759927347234e-08,CD4+ T Cells,11933,5424
ZRANB2,5.8769937,0.6615276,4.177841684099487e-09,7.444481690546241e-08,CD4+ T Cells,11933,5424
PAG1,5.8691354,0.89775217,4.380737560446268e-09,7.796419650934447e-08,CD4+ T Cells,11933,5424
C6orf62,5.847647,0.9339829,4.985750591815705e-09,8.818927299875482e-08,CD4+ T Cells,11933,5424
GZMB,5.843387,2.482557,5.1150009915195e-09,9.014488349122489e-08,CD4+ T Cells,11933,5424
ADAR,5.8357296,0.6085743,5.355568461493806e-09,9.415518841962804e-08,CD4+ T Cells,11933,5424
ITGA1,5.765513,2.2156563,8.140994865713165e-09,1.4123747567386546e-07,CD4+ T Cells,11933,5424
STIP1,5.7503743,0.6717458,8.904596595809552e-09,1.541155599817804e-07,CD4+ T Cells,11933,5424
BCL7C,5.744843,1.1168598,9.200623992526542e-09,1.5885898394733478e-07,CD4+ T Cells,11933,5424
RHOC,5.731357,1.4605201,9.963033220642264e-09,1.7140918866762535e-07,CD4+ T Cells,11933,5424
WDR82,5.7128673,0.7485175,1.1108833671542903e-08,1.904427895658226e-07,CD4+ T Cells,11933,5424
OGT,5.705127,0.75839907,1.162566727091577e-08,1.9906719496198848e-07,CD4+ T Cells,11933,5424
COX20,5.703736,0.69393575,1.172095988566925e-08,2.0046166499497444e-07,CD4+ T Cells,11933,5424
MECP2,5.6777067,0.5896961,1.365126615729108e-08,2.3292472880877906e-07,CD4+ T Cells,11933,5424
VPS13C,5.673927,0.59722877,1.3956072697090918e-08,2.3756519512259821e-07,CD4+ T Cells,11933,5424
HLA-DRA,5.655731,1.7880718,1.5518410928965672e-08,2.6323081797327586e-07,CD4+ T Cells,11933,5424
PLEKHO1,5.6480217,1.481832,1.6230475644371526e-08,2.746652071326452e-07,CD4+ T Cells,11933,5424
CNOT6L,5.6425686,0.5193812,1.675316779376243e-08,2.831794215046129e-07,CD4+ T Cells,11933,5424
INTS6,5.630532,0.889102,1.7965464239764188e-08,3.0296305604329607e-07,CD4+ T Cells,11933,5424
ZNRF1,5.61884,2.0497606,1.9224372922466313e-08,3.2343889745949426e-07,CD4+ T Cells,11933,5424
ZNHIT1,5.6159525,0.51823163,1.954822406619154e-08,3.277442109081407e-07,CD4+ T Cells,11933,5424
LENG8,5.6008897,1.4139782,2.1325457841172158e-08,3.567145080970173e-07,CD4+ T Cells,11933,5424
RAB8B,5.5805078,0.7447849,2.3981774437754098e-08,3.9930068393540164e-07,CD4+ T Cells,11933,5424
CREBZF,5.558356,1.193533,2.7232778582485776e-08,4.529092796666514e-07,CD4+ T Cells,11933,5424
CHMP2A,5.5544586,0.6087918,2.7847364452058547e-08,4.6206825258811363e-07,CD4+ T Cells,11933,5424
TAB2,5.554011,1.5145012,2.7918826947236985e-08,4.627233758299793e-07,CD4+ T Cells,11933,5424
APOBEC3G,5.5526657,1.1591471,2.8134546827255947e-08,4.657651693862315e-07,CD4+ T Cells,11933,5424
PURA,5.5389347,0.9921616,3.04317165018341e-08,5.032188640743287e-07,CD4+ T Cells,11933,5424
TMOD3,5.5263095,0.71112484,3.2703668927944777e-08,5.389400748501514e-07,CD4+ T Cells,11933,5424
OTULIN,5.4955444,1.7841494,3.89506388974969e-08,6.404281752362303e-07,CD4+ T Cells,11933,5424
DIAPH1,5.486771,0.7008719,4.0934674813225325e-08,6.707630915884001e-07,CD4+ T Cells,11933,5424
TNFSF14,5.48173,2.1880214,4.211865951278106e-08,6.893833534959605e-07,CD4+ T Cells,11933,5424
GSDMD,5.4809017,0.735044,4.231639021593204e-08,6.918371186828483e-07,CD4+ T Cells,11933,5424
ATF3,5.4703045,0.90953887,4.4926308327831364e-08,7.312021993199011e-07,CD4+ T Cells,11933,5424
NCK2,5.4518766,0.87073076,4.984097076254974e-08,8.102797819812721e-07,CD4+ T Cells,11933,5424
PRPF4B,5.4503016,0.6246993,5.028447755317994e-08,8.165725092221779e-07,CD4+ T Cells,11933,5424
PSMA3-AS1,5.407583,0.90930325,6.388087728980089e-08,1.0338841314386232e-06,CD4+ T Cells,11933,5424
UPP1,5.4006724,0.6252008,6.639149330654413e-08,1.0733167783825553e-06,CD4+ T Cells,11933,5424
PMEPA1,5.3752313,1.7649828,7.648436725389601e-08,1.2309814347014698e-06,CD4+ T Cells,11933,5424
APOLD1,5.3698764,2.193766,7.879056243154564e-08,1.2666896086911487e-06,CD4+ T Cells,11933,5424
MFSD10,5.368986,0.75357413,7.918058178479822e-08,1.2715469898382303e-06,CD4+ T Cells,11933,5424
LMO4,5.3482347,1.07866,8.88162715954017e-08,1.4184135029954385e-06,CD4+ T Cells,11933,5424
PPP1R35,5.345143,1.4055572,9.034572519475103e-08,1.4412483989447108e-06,CD4+ T Cells,11933,5424
NDUFS6,5.3441496,0.5148625,9.084261100215474e-08,1.4459865111003045e-06,CD4+ T Cells,11933,5424
RUNX2,5.343571,0.975169,9.113313381057646e-08,1.4490168275881657e-06,CD4+ T Cells,11933,5424
LPIN2,5.342117,0.5490769,9.186752341696243e-08,1.459090226476432e-06,CD4+ T Cells,11933,5424
RAB27A,5.338131,0.86585665,9.390956618422628e-08,1.4898876240346162e-06,CD4+ T Cells,11933,5424
DYNC1I2,5.320661,1.2888985,1.0339090282278395e-07,1.6295892951447286e-06,CD4+ T Cells,11933,5424
HOPX,5.2939615,1.0964179,1.1969458025230147e-07,1.880413552302443e-06,CD4+ T Cells,11933,5424
COMMD7,5.2734456,2.4657497,1.3388596138150187e-07,2.0965324407239727e-06,CD4+ T Cells,11933,5424
MIEN1,5.252289,0.7174238,1.5022049444185833e-07,2.3472228011701195e-06,CD4+ T Cells,11933,5424
PREX1,5.2520914,1.0094595,1.5038188794558718e-07,2.3472228011701195e-06,CD4+ T Cells,11933,5424
GSTO1,5.2287025,0.6891975,1.70703743627199e-07,2.650120672255303e-06,CD4+ T Cells,11933,5424
MKNK2,5.2235045,0.8481544,1.7556818456908746e-07,2.7176360525938145e-06,CD4+ T Cells,11933,5424
ARPP19,5.223256,0.66555434,1.7580394949393949e-07,2.7176360525938145e-06,CD4+ T Cells,11933,5424
PSMB8-AS1,5.189566,0.67709726,2.1078468763608783e-07,3.230766573523893e-06,CD4+ T Cells,11933,5424
EIF3J,5.1886754,0.66921765,2.1179509106681635e-07,3.2428181721119214e-06,CD4+ T Cells,11933,5424
IFI6,5.185401,0.9858662,2.155508110957918e-07,3.2968337058615347e-06,CD4+ T Cells,11933,5424
UBE2L6,5.184721,0.5560266,2.163384684247359e-07,3.301900105102852e-06,CD4+ T Cells,11933,5424
JOSD1,5.1842046,0.77279025,2.1693864311517238e-07,3.307571366947765e-06,CD4+ T Cells,11933,5424
SIK3,5.181631,1.5306818,2.199540948358902e-07,3.346494004395894e-06,CD4+ T Cells,11933,5424
RAB21,5.1680303,1.1310204,2.3657382946881137e-07,3.578539900335933e-06,CD4+ T Cells,11933,5424
TBL1XR1,5.166777,1.052108,2.3816506085173075e-07,3.5970879597742087e-06,CD4+ T Cells,11933,5424
CREBRF,5.159005,0.84034467,2.4826525302419917e-07,3.740702881640898e-06,CD4+ T Cells,11933,5424
IL4I1,5.1557684,3.380056,2.525932268609879e-07,3.7991386688686423e-06,CD4+ T Cells,11933,5424
PTPN4,5.1455746,0.94280714,2.667029976608551e-07,4.007191768592848e-06,CD4+ T Cells,11933,5424
STK24,5.1337733,0.9852201,2.8399009600155676e-07,4.249278902840253e-06,CD4+ T Cells,11933,5424
SPCS3,5.117591,0.58898276,3.094628765667668e-07,4.611347436709113e-06,CD4+ T Cells,11933,5424
BOD1L1,5.116787,0.7841954,3.107843117339964e-07,4.626273874978595e-06,CD4+ T Cells,11933,5424
SEC11C,5.1146297,0.5067517,3.143565977275219e-07,4.674640917286243e-06,CD4+ T Cells,11933,5424
ATXN1,5.1077113,1.1108896,3.2608449649537517e-07,4.839093927991368e-06,CD4+ T Cells,11933,5424
PLEKHF1,5.1045265,1.1488444,3.3162401759385825e-07,4.911226111121326e-06,CD4+ T Cells,11933,5424
PERP,5.0999804,0.97752166,3.396887668161704e-07,5.0255181667312576e-06,CD4+ T Cells,11933,5424
LAMTOR5,5.0813727,0.5420002,3.747166022981529e-07,5.5324229782163e-06,CD4+ T Cells,11933,5424
TMEM238,5.0805855,1.6184794,3.7627369531816514e-07,5.5497493349220504e-06,CD4+ T Cells,11933,5424
PYHIN1,5.0611315,1.0330461,4.1677569543509526e-07,6.134616009410369e-06,CD4+ T Cells,11933,5424
MIAT,5.054652,2.6991398,4.3117556759169676e-07,6.3401212271181515e-06,CD4+ T Cells,11933,5424
MPLKIP,5.048106,0.86123115,4.462112567157365e-07,6.547901291501006e-06,CD4+ T Cells,11933,5424
MYO1F,5.045902,1.3979985,4.5138734588966123e-07,6.610448894410434e-06,CD4+ T Cells,11933,5424
PDCD10,5.0014772,0.5875328,5.689264959389773e-07,8.273163286171922e-06,CD4+ T Cells,11933,5424
GNA15,5.000381,1.9251292,5.721716883935201e-07,8.312000160005865e-06,CD4+ T Cells,11933,5424
PTPN22,4.99582,0.7048931,5.858624602071055e-07,8.502350989705728e-06,CD4+ T Cells,11933,5424
HEBP2,4.9872217,0.85952896,6.125380876213687e-07,8.862813589793583e-06,CD4+ T Cells,11933,5424
CAPNS1,4.9823847,1.2312691,6.28054327111361e-07,9.069179699575132e-06,CD4+ T Cells,11933,5424
MAP2K2,4.9766717,0.71093154,6.46868427938248e-07,9.331544649888845e-06,CD4+ T Cells,11933,5424
TP53INP1,4.9691763,1.4348042,6.723791914617845e-07,9.689894941494582e-06,CD4+ T Cells,11933,5424
SYTL2,4.956803,1.2469909,7.166258832825328e-07,1.0307017798424421e-05,CD4+ T Cells,11933,5424
SVIP,4.952348,0.52257067,7.332316544689147e-07,1.0514498323598341e-05,CD4+ T Cells,11933,5424
CELF1,4.934112,0.77764565,8.051624083244923e-07,1.1489048211091794e-05,CD4+ T Cells,11933,5424
UBE2H,4.9330025,1.3028345,8.097514873300048e-07,1.1531785698993937e-05,CD4+ T Cells,11933,5424
ABI3,4.9322996,1.0351678,8.126706961192298e-07,1.1561978664846742e-05,CD4+ T Cells,11933,5424
MTPN,4.929829,0.5804034,8.23016146059748e-07,1.1697662688937616e-05,CD4+ T Cells,11933,5424
NAA38,4.92234,0.538784,8.551548018263985e-07,1.2130622380025647e-05,CD4+ T Cells,11933,5424
CNPY2,4.9080386,1.2184603,9.199183406472239e-07,1.3023775411765833e-05,CD4+ T Cells,11933,5424
RNF181,4.903283,0.56962913,9.424794226607026e-07,1.3330141511708413e-05,CD4+ T Cells,11933,5424
YY1,4.8962827,0.50620383,9.766649727363843e-07,1.3773260712010472e-05,CD4+ T Cells,11933,5424
AC058791.1,4.889897,1.6099176,1.008888815182527e-06,1.4200011932758741e-05,CD4+ T Cells,11933,5424
CISD3,4.888099,1.0378644,1.018142003394535e-06,1.4316323272221116e-05,CD4+ T Cells,11933,5424
TMEM156,4.8781543,0.9249856,1.0708321028007557e-06,1.5028001644446297e-05,CD4+ T Cells,11933,5424
BTN3A2,4.8622904,0.5811414,1.1603520523828782e-06,1.6237073351961184e-05,CD4+ T Cells,11933,5424
VEGFB,4.842693,2.083968,1.2809126106014932e-06,1.7855033297488445e-05,CD4+ T Cells,11933,5424
SH3GLB1,4.840846,0.64663476,1.2928737191148966e-06,1.7987105617186e-05,CD4+ T Cells,11933,5424
MRPL51,4.838495,0.5379074,1.308261193420407e-06,1.818369952699315e-05,CD4+ T Cells,11933,5424
MOB1A,4.8278766,0.5126997,1.3799664029036211e-06,1.9125224026448746e-05,CD4+ T Cells,11933,5424
TGOLN2,4.821069,0.5061789,1.4279105498769209e-06,1.9732987341135787e-05,CD4+ T Cells,11933,5424
OPTN,4.8103867,0.5024985,1.5063849301526564e-06,2.0757984337503605e-05,CD4+ T Cells,11933,5424
HOXB2,4.8091774,1.4893329,1.5155252878013297e-06,2.086406792502135e-05,CD4+ T Cells,11933,5424
GBP2,4.8019433,0.64219815,1.5713306523489862e-06,2.1611771111062244e-05,CD4+ T Cells,11933,5424
CSNK1G2,4.801182,1.019014,1.5773185133562672e-06,2.1673524757599076e-05,CD4+ T Cells,11933,5424
EPSTI1,4.787885,0.9048668,1.6854786170975804e-06,2.305759317570872e-05,CD4+ T Cells,11933,5424
LYSMD2,4.784478,0.6616289,1.714320159146666e-06,2.3422566933610115e-05,CD4+ T Cells,11933,5424
EIF2AK2,4.7769613,1.1875398,1.779638446178675e-06,2.4292064790338913e-05,CD4+ T Cells,11933,5424
FAM118A,4.7616057,0.7193914,1.9205843572832866e-06,2.614198971357655e-05,CD4+ T Cells,11933,5424
ITGAE,4.7602596,0.5644387,1.9334425668249813e-06,2.6267587323371508e-05,CD4+ T Cells,11933,5424
SP140,4.7566137,0.71596396,1.968672920006382e-06,2.6721133658135406e-05,CD4+ T Cells,11933,5424
RGS19,4.734771,0.5827017,2.193026771254244e-06,2.9627361674395568e-05,CD4+ T Cells,11933,5424
UBE2R2,4.733276,1.5016084,2.209250713954082e-06,2.981870203377016e-05,CD4+ T Cells,11933,5424
ZNF267,4.722303,0.74587625,2.331891665642451e-06,3.1415400847467994e-05,CD4+ T Cells,11933,5424
SLFN5,4.72101,0.5013453,2.346761427189532e-06,3.158631729302822e-05,CD4+ T Cells,11933,5424
WAC,4.708864,0.6174688,2.4910116763324125e-06,3.343455282453959e-05,CD4+ T Cells,11933,5424
SAMD9,4.692582,0.9677536,2.697784133059422e-06,3.607600611944249e-05,CD4+ T Cells,11933,5424
TRAF1,4.6883073,0.6128404,2.754743205146939e-06,3.673583358089499e-05,CD4+ T Cells,11933,5424
SSBP4,4.675027,0.6227864,2.9391507180252915e-06,3.908692255432715e-05,CD4+ T Cells,11933,5424
IGHG4,4.6728373,6.260435,2.970671872689049e-06,3.943362506966775e-05,CD4+ T Cells,11933,5424
SPN,4.670808,0.71492994,3.0001771644595703e-06,3.978878404451468e-05,CD4+ T Cells,11933,5424
XAF1,4.639074,1.2578075,3.4997432153329533e-06,4.624455213027625e-05,CD4+ T Cells,11933,5424
MIR4435-2HG,4.638108,1.3599435,3.5161321264982785e-06,4.641871873932809e-05,CD4+ T Cells,11933,5424
DNAJC1,4.628439,0.65450215,3.6843236742064636e-06,4.8462253856448474e-05,CD4+ T Cells,11933,5424
ZNF765,4.614384,2.863552,3.9426255950346715e-06,5.181276088515592e-05,CD4+ T Cells,11933,5424
IAH1,4.605155,0.63684696,4.1215908262431646e-06,5.401747976894234e-05,CD4+ T Cells,11933,5424
SDHAF2,4.587809,1.327439,4.479222322772032e-06,5.859843380487209e-05,CD4+ T Cells,11933,5424
NUTM2B-AS1,4.585062,0.70970374,4.538516163744752e-06,5.926695882059822e-05,CD4+ T Cells,11933,5424
MIS18BP1,4.5796857,0.92887425,4.6567473177357526e-06,6.070133057686361e-05,CD4+ T Cells,11933,5424
DNAJA4,4.578627,1.4291991,4.680379396670451e-06,6.095446398778105e-05,CD4+ T Cells,11933,5424
LRRC75A,4.5663304,4.8317285,4.963360728953053e-06,6.440795191679078e-05,CD4+ T Cells,11933,5424
FKBP4,4.5476284,0.66863245,5.4253843562923324e-06,7.015181970616064e-05,CD4+ T Cells,11933,5424
RAB5C,4.545803,0.8105918,5.472619736184384e-06,7.063633805785179e-05,CD4+ T Cells,11933,5424
CDKN2D,4.5377502,0.8255372,5.68575444507528e-06,7.306143966766805e-05,CD4+ T Cells,11933,5424
ZC3H12D,4.53074,0.9258749,5.877744401659235e-06,7.546147626229589e-05,CD4+ T Cells,11933,5424
KMT2E-AS1,4.529568,1.3053333,5.910431450483135e-06,7.581385873851106e-05,CD4+ T Cells,11933,5424
CLIC3,4.51869,2.3492308,6.2223361584331275e-06,7.960299016478242e-05,CD4+ T Cells,11933,5424
MYO1G,4.5081615,0.8468099,6.539171540311327e-06,8.358239665791925e-05,CD4+ T Cells,11933,5424
SIRT7,4.5023575,0.781596,6.720382425934386e-06,8.574710169386652e-05,CD4+ T Cells,11933,5424
POLR2J,4.4861603,0.5666726,7.25181696994104e-06,9.228367611088558e-05,CD4+ T Cells,11933,5424
CERK,4.460296,0.70267886,8.184654300879129e-06,0.00010342686731827086,CD4+ T Cells,11933,5424
KANSL1,4.458237,0.81838226,8.263649876226828e-06,0.00010433398783518845,CD4+ T Cells,11933,5424
RAPGEF1,4.4537234,1.3305317,8.439370662120624e-06,0.0001064596810028102,CD4+ T Cells,11933,5424
IRF3,4.452024,0.6310452,8.50645733922044e-06,0.00010721248365956493,CD4+ T Cells,11933,5424
TNFSF12,4.441486,1.6735535,8.933977821239608e-06,0.00011220983081207977,CD4+ T Cells,11933,5424
IER3IP1,4.4231286,1.4884276,9.728180302378034e-06,0.0001215518487004385,CD4+ T Cells,11933,5424
PYCARD,4.4141903,0.67428154,1.0138883458749355e-05,0.00012624742234478866,CD4+ T Cells,11933,5424
RALBP1,4.401101,0.7663416,1.0770295199240823e-05,0.00013353504819007324,CD4+ T Cells,11933,5424
ZC3H11A,4.390231,1.2445632,1.132302725003583e-05,0.0001401478881785872,CD4+ T Cells,11933,5424
RALGDS,4.3754377,1.0301175,1.2118907981703574e-05,0.0001492097724021792,CD4+ T Cells,11933,5424
IGHM,4.3747888,2.8199112,1.2155003865228798e-05,0.0001494228979830038,CD4+ T Cells,11933,5424
LST1,4.371591,1.8560909,1.2334442060794545e-05,0.00015150003580444504,CD4+ T Cells,11933,5424
HELZ,4.356693,0.7756109,1.3204226679687901e-05,0.00016204576406141156,CD4+ T Cells,11933,5424
GBP4,4.3478246,1.2127646,1.3749437302941214e-05,0.00016845098080970063,CD4+ T Cells,11933,5424
ARL3,4.3471923,1.61258,1.378912573919173e-05,0.0001687942980713749,CD4+ T Cells,11933,5424
HNRNPH2,4.343485,1.1469431,1.4024028502792804e-05,0.00017152465630338893,CD4+ T Cells,11933,5424
PDE7A,4.3402395,0.7531545,1.4232760945628264e-05,0.00017393058963031702,CD4+ T Cells,11933,5424
IL18R1,4.337195,0.8854559,1.4431256599209174e-05,0.0001760588969089018,CD4+ T Cells,11933,5424
MAP4,4.3031816,0.8124133,1.6836286553648316e-05,0.00020436596488652474,CD4+ T Cells,11933,5424
MAPKAPK2,4.2960715,1.33725,1.7385152524329477e-05,0.00021037524253130695,CD4+ T Cells,11933,5424
FAM104A,4.292295,0.93067694,1.768356932197224e-05,0.00021375402215506793,CD4+ T Cells,11933,5424
TRIM56,4.275021,1.2613834,1.9111915041561545e-05,0.00023005848480561896,CD4+ T Cells,11933,5424
MITD1,4.271194,0.969643,1.9442907972166987e-05,0.00023384824226873162,CD4+ T Cells,11933,5424
USF2,4.2519183,0.5648065,2.1194711222565956e-05,0.0002542838115085463,CD4+ T Cells,11933,5424
ITGAL,4.2296114,0.6333683,2.3409532684081404e-05,0.00027992770942642463,CD4+ T Cells,11933,5424
ACYP1,4.2249527,1.2174956,2.3899105934533087e-05,0.0002853103661441908,CD4+ T Cells,11933,5424
TBC1D2B,4.2220373,1.4640515,2.4210392708962043e-05,0.00028878827049132053,CD4+ T Cells,11933,5424
GAB3,4.213019,2.0813055,2.5198002294858034e-05,0.00030032116573665643,CD4+ T Cells,11933,5424
ELK3,4.207507,0.8105048,2.5820333397495877e-05,0.00030744774388523577,CD4+ T Cells,11933,5424
NBEAL2,4.2073483,1.5712693,2.583844471383279e-05,0.00030744774388523577,CD4+ T Cells,11933,5424
SLC5A3,4.1996436,1.0745475,2.6733518064604728e-05,0.0003175757576984941,CD4+ T Cells,11933,5424
METTL23,4.182643,0.56002164,2.8813999214641536e-05,0.0003411700119776173,CD4+ T Cells,11933,5424
WDR26,4.175126,1.2208985,2.9782126482603834e-05,0.00035176945965452645,CD4+ T Cells,11933,5424
GLIPR2,4.166439,0.8683193,3.093944957256667e-05,0.00036454633213800253,CD4+ T Cells,11933,5424
PPP3CA,4.1635175,1.1535668,3.133822057442843e-05,0.00036834501502145,CD4+ T Cells,11933,5424
MPRIP,4.1564007,0.7765636,3.2330033724028734e-05,0.0003790788151968977,CD4+ T Cells,11933,5424
PARP14,4.154458,1.0534308,3.2605957318493484e-05,0.0003820045315314026,CD4+ T Cells,11933,5424
RICTOR,4.1376777,0.8210014,3.508390634447201e-05,0.0004100396130033647,CD4+ T Cells,11933,5424
RBM5,4.1283665,0.8086687,3.6534957847892724e-05,0.0004266539992745438,CD4+ T Cells,11933,5424
ERO1A,4.1085663,0.99218225,3.9812317864915966e-05,0.00046305822121179186,CD4+ T Cells,11933,5424
GBP1,4.108151,1.1080347,3.988391674708482e-05,0.0004635183866775665,CD4+ T Cells,11933,5424
GIMAP6,4.1057653,0.7403832,4.02978451369296e-05,0.0004672031420562775,CD4+ T Cells,11933,5424
TM9SF3,4.090954,0.867902,4.2960249150939885e-05,0.0004968759751918059,CD4+ T Cells,11933,5424
TIMM8B,4.071384,0.72189766,4.673462361879243e-05,0.0005383783989970603,CD4+ T Cells,11933,5424
ITGB7,4.0442224,0.66441864,5.249711394374922e-05,0.0006023637919525039,CD4+ T Cells,11933,5424
QKI,4.0364065,1.8876054,5.4276178362574405e-05,0.000621299070196273,CD4+ T Cells,11933,5424
THEMIS,4.024499,0.61062425,5.7096803495392064e-05,0.0006525542257305116,CD4+ T Cells,11933,5424
SENP7,4.0242667,0.8285111,5.715312347600353e-05,0.0006526069668623288,CD4+ T Cells,11933,5424
PTPN13,4.0211015,1.2548411,5.792664910266114e-05,0.0006599532959577984,CD4+ T Cells,11933,5424
LSM10,4.0183544,0.62887263,5.860596935151579e-05,0.0006666429013734921,CD4+ T Cells,11933,5424
MED13,3.9962828,1.2377814,6.434483989842443e-05,0.0007290567646752569,CD4+ T Cells,11933,5424
PMF1,3.9859734,2.36855,6.720403947825572e-05,0.0007602621166621439,CD4+ T Cells,11933,5424
DDX39B,3.9824471,1.122212,6.820932779191034e-05,0.0007704299483381348,CD4+ T Cells,11933,5424
CTSA,3.9784484,0.5602203,6.936645566889968e-05,0.0007822784466666481,CD4+ T Cells,11933,5424
SERPINB9,3.973489,0.5933406,7.082744445394795e-05,0.0007975115126880723,CD4+ T Cells,11933,5424
HDGF,3.953633,1.0061904,7.697340721082078e-05,0.0008613520718742195,CD4+ T Cells,11933,5424
CCL4L2,3.9273553,2.5343387,8.588505722236454e-05,0.0009545036388401703,CD4+ T Cells,11933,5424
S1PR4,3.9273374,0.5396447,8.589147403206177e-05,0.0009545036388401703,CD4+ T Cells,11933,5424
LLPH,3.92654,1.1634539,8.617660331314283e-05,0.0009569372780797111,CD4+ T Cells,11933,5424
NMT1,3.9224792,1.0498102,8.764246806465268e-05,0.0009717232723582067,CD4+ T Cells,11933,5424
