names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type
NFKBIE,5.1668773,1.6372008,2.3803770550321755e-07,4.991547189747906e-06,CD4+ T Cells
KCNA3,5.164043,0.85728556,2.416720271402985e-07,5.0604233873993905e-06,CD4+ T Cells
GNA15,5.1494956,1.3292794,2.6118782199082855e-07,5.453285131869117e-06,CD4+ T Cells
PTDSS1,5.126058,0.5291271,2.9587129293612503e-07,6.141982406732845e-06,CD4+ T Cells
PCED1B,5.12198,0.82913506,3.023440367946862e-07,6.261393263296529e-06,CD4+ T Cells
PTTG1,5.1193056,0.82128537,3.0666288235081425e-07,6.329679379078362e-06,CD4+ T Cells
SHKBP1,5.0860076,0.67065454,3.6567960455984947e-07,7.515650849966565e-06,CD4+ T Cells
MVP,5.083495,0.505794,3.705519602696879e-07,7.604987678215764e-06,CD4+ T Cells
MAN2B1,5.073882,1.1459006,3.8978086315163657e-07,7.977000436974582e-06,CD4+ T Cells
TIFA,5.0448112,0.543148,4.539697777814903e-07,9.199564026219025e-06,CD4+ T Cells
KXD1,5.002684,0.50132656,5.65375446396596e-07,1.1330217914006021e-05,CD4+ T Cells
RNF113A,4.891675,0.73526907,9.998150840939461e-07,1.954908709696663e-05,CD4+ T Cells
TRAF1,4.885762,0.56711566,1.0302943143122441e-06,2.0117852137360136e-05,CD4+ T Cells
PIH1D1,4.8754125,0.5917467,1.0858121430362458e-06,2.1144839700661427e-05,CD4+ T Cells
FAM53C,4.870165,0.70189905,1.1150522858907133e-06,2.168506925343109e-05,CD4+ T Cells
MIR4435-2HG,4.856032,0.84841985,1.1976131691836973e-06,2.319714182720069e-05,CD4+ T Cells
SH3BP5,4.830715,1.0751506,1.3604364743340144e-06,2.617573849353571e-05,CD4+ T Cells
COQ10B,4.8249674,0.5279185,1.4002628365577981e-06,2.6906245660232112e-05,CD4+ T Cells
NINJ1,4.823941,0.7235964,1.4074903398876188e-06,2.7009254280946893e-05,CD4+ T Cells
CXCR6,4.81558,0.63480085,1.467729483644105e-06,2.8053603565186996e-05,CD4+ T Cells
LRIF1,4.802577,0.90143704,1.5663642430421839e-06,2.982068977970705e-05,CD4+ T Cells
INSIG1,4.789734,0.6020554,1.6700267355700038e-06,3.162777072900836e-05,CD4+ T Cells
ARRDC1,4.787788,0.64087903,1.6862980390697502e-06,3.1852540897258765e-05,CD4+ T Cells
THOC3,4.785358,0.73531467,1.7068289225182643e-06,3.215639020822495e-05,CD4+ T Cells
CLK3,4.7808037,0.76646596,1.745956329545471e-06,3.2808106665186254e-05,CD4+ T Cells
CHST11,4.7355556,0.5529295,2.1845555487581024e-06,4.05909538997752e-05,CD4+ T Cells
MRPL10,4.735479,0.64710397,2.185386211066755e-06,4.05909538997752e-05,CD4+ T Cells
ATF7IP2,4.725257,0.79043466,2.2982483126569844e-06,4.252347165707661e-05,CD4+ T Cells
B3GAT3,4.6829944,0.5370308,2.8271452224478673e-06,5.177970154885847e-05,CD4+ T Cells
CCDC167,4.658472,0.576267,3.1856514137066835e-06,5.790601797100754e-05,CD4+ T Cells
GYG1,4.643284,0.56919235,3.4291471212260405e-06,6.225386411169332e-05,CD4+ T Cells
NAAA,4.6366587,0.80380857,3.5408615215044635e-06,6.420141021885725e-05,CD4+ T Cells
RBM42,4.611148,0.7037088,4.0045198244897395e-06,7.224613134730928e-05,CD4+ T Cells
FAM96A,4.5755873,0.51086,4.748859869725393e-06,8.47241103021661e-05,CD4+ T Cells
ITPA,4.516964,0.6216927,6.27325093993973e-06,0.00011015493671115043,CD4+ T Cells
IFNG,4.5057716,1.5617607,6.61321248550032e-06,0.00011570323029347537,CD4+ T Cells
RSU1,4.488279,0.5164538,7.180094469422372e-06,0.00012504779003976856,CD4+ T Cells
PPIF,4.4819727,1.0888036,7.395619749877353e-06,0.00012799906957054475,CD4+ T Cells
OVCA2,4.4683266,0.8495439,7.883390384506596e-06,0.0001359532484784576,CD4+ T Cells
SRA1,4.4336514,0.52681303,9.265037718642048e-06,0.00015845842878372553,CD4+ T Cells
NAMPT,4.4143,0.52126324,1.0133732674507638e-05,0.0001727031543786231,CD4+ T Cells
MEI1,4.400048,0.8061621,1.0822707752978046e-05,0.00018358002166217975,CD4+ T Cells
HLA-DRB1,4.392072,0.81229424,1.1227542464114616e-05,0.0001892833893528113,CD4+ T Cells
RCN2,4.3909664,0.5731665,1.1284808061112305e-05,0.00018986033469329527,CD4+ T Cells
C17orf49,4.3570223,0.51316017,1.318439007365974e-05,0.00021901830077587,CD4+ T Cells
NPDC1,4.293422,1.6312679,1.759398407189191e-05,0.0002879721216472896,CD4+ T Cells
NFKBIB,4.2874007,0.8546437,1.807759207302728e-05,0.0002955533104007138,CD4+ T Cells
IL23A,4.285649,1.1982548,1.822065896903647e-05,0.00029755611131262837,CD4+ T Cells
PLEKHF1,4.2845244,0.6116138,1.8313058672261147e-05,0.0002987278984542802,CD4+ T Cells
CCDC124,4.266808,0.57066023,1.9828974455970563e-05,0.0003212826779433797,CD4+ T Cells
AATF,4.237984,0.642746,2.2553561196363955e-05,0.00036420477338190856,CD4+ T Cells
DDB2,4.2252817,0.7500081,2.3864195095557775e-05,0.0003840010948075546,CD4+ T Cells
YARS,4.2217803,1.0400629,2.4238004749988435e-05,0.00038837175052888447,CD4+ T Cells
ATIC,4.2113194,0.6341685,2.5388364926563704e-05,0.0004059052509640334,CD4+ T Cells
PCIF1,4.183915,0.65849656,2.8653102118861708e-05,0.0004535905192098578,CD4+ T Cells
BBC3,4.166999,1.1869394,3.086358064161021e-05,0.00048645440991662103,CD4+ T Cells
CTSL,4.164556,0.87179285,3.119592562481207e-05,0.0004906237476797889,CD4+ T Cells
PRKCQ,4.1574893,0.5202839,3.217640589319032e-05,0.0005049462222001853,CD4+ T Cells
URM1,4.1282563,0.53010017,3.655244096258602e-05,0.00057052564000826,CD4+ T Cells
MYD88,4.1267276,0.8086268,3.679615861821585e-05,0.0005737107963868159,CD4+ T Cells
ENTPD1,4.065877,1.5331814,4.785220351040981e-05,0.0007342243187615266,CD4+ T Cells
CCM2,4.0635986,0.56761616,4.83219200208335e-05,0.0007398622865412062,CD4+ T Cells
SCAMP3,4.060068,0.56890786,4.9058433101074065e-05,0.0007487620976154438,CD4+ T Cells
INO80E,4.053209,0.5976793,5.051983478908783e-05,0.0007694436732245388,CD4+ T Cells
ADRB2,4.0399137,1.971473,5.347086977516316e-05,0.000813533138566599,CD4+ T Cells
RALA,4.0213547,0.5033842,5.786442771512775e-05,0.0008739461425993563,CD4+ T Cells
ASNA1,3.998797,0.59543854,6.366525108294684e-05,0.000950642433353104,CD4+ T Cells
FAM104A,3.9973135,0.62909317,6.406541389383463e-05,0.0009546472436971093,CD4+ T Cells
CRY1,3.9679236,0.6497749,7.250156701290839e-05,0.0010726228763903592,CD4+ T Cells
CDKN2D,3.9637551,0.6068165,7.377996155424812e-05,0.0010904211069748886,CD4+ T Cells
YIPF3,3.958938,0.5324119,7.528383922799429e-05,0.0011115121120304583,CD4+ T Cells
EML3,3.9573267,0.5887548,7.57932273550494e-05,0.0011176113924262225,CD4+ T Cells
UNC119,3.9562395,0.65405,7.613886258200738e-05,0.001120705190945132,CD4+ T Cells
UBAP1,3.9371698,0.6550259,8.244826133722455e-05,0.0012074330903727754,CD4+ T Cells
POLR1E,3.9057515,0.7152336,9.393304008236987e-05,0.0013618408386290677,CD4+ T Cells
MRPL37,3.9037309,0.68967533,9.472108354717152e-05,0.001371891249093118,CD4+ T Cells
BORCS6,3.888027,1.096932,0.00010106236846928624,0.0014593527039741543,CD4+ T Cells
B3GNT2,3.8681014,0.6949331,0.00010968604465025967,0.0015728913578241892,CD4+ T Cells
HSPA2,3.8555293,1.6179957,0.00011547951046142058,0.0016512936018807255,CD4+ T Cells
SLC25A38,3.8381479,0.6352381,0.0001239658326590972,0.001754151189550879,CD4+ T Cells
FLOT2,3.8380334,0.5101149,0.00012402354460643784,0.001754151189550879,CD4+ T Cells
GPS1,3.8082502,0.5406761,0.00013995367424513973,0.0019621993339660145,CD4+ T Cells
PDIA4,3.801431,0.51920223,0.00014386279671910966,0.0020092189244486462,CD4+ T Cells
PQLC3,3.7983818,0.5019907,0.0001456439215757717,0.0020301752420807716,CD4+ T Cells
MAPKAPK5-AS1,3.7846904,0.5379473,0.00015390010795202107,0.0021390784456847196,CD4+ T Cells
RHOT2,3.7705655,0.6068213,0.00016287799662223447,0.00225088990747575,CD4+ T Cells
MID1IP1,3.7636907,0.7373332,0.00016742398593696303,0.0023071025262113506,CD4+ T Cells
ACAA1,3.7585597,0.5832734,0.0001708942731982732,0.0023504460445872765,CD4+ T Cells
MBNL2,3.7386687,0.5947674,0.00018499738451721134,0.0025308440021643503,CD4+ T Cells
OSM,3.733979,2.3140044,0.000188478219539999,0.0025727276967209864,CD4+ T Cells
SAE1,3.7334766,0.60093606,0.0001888547955198146,0.0025754383000718166,CD4+ T Cells
SIGMAR1,3.7266707,0.8297018,0.00019402566960666584,0.002628611810429633,CD4+ T Cells
LYPLA2,3.7156007,0.50828916,0.00020272156029253868,0.0027234709896682844,CD4+ T Cells
GUSB,3.700984,0.7779392,0.00021476495058632368,0.0028692835365037093,CD4+ T Cells
MKL1,3.6973817,0.79936874,0.00021783460603093865,0.0028995850180879956,CD4+ T Cells
RASSF7,3.6901107,0.6658484,0.00022415646169252662,0.0029755227928707963,CD4+ T Cells
TAF12,3.6775067,0.524512,0.00023552491437862775,0.003112155238488004,CD4+ T Cells
TBX21,3.6728756,1.3855044,0.00023983632193705855,0.0031575903021904463,CD4+ T Cells
SLC1A5,3.6569483,0.6721572,0.0002552358091874688,0.0033451149666064183,CD4+ T Cells
SLC25A25,3.6507273,1.6200258,0.00026149868518467694,0.0034228760098050652,CD4+ T Cells
FAM110A,3.6488159,0.9670647,0.000263451800344778,0.003443436403964402,CD4+ T Cells
PLGRKT,3.6249769,0.5394891,0.000288987234532543,0.0037602124968087814,CD4+ T Cells
PRPF31,3.6228368,0.5766777,0.0002913896458445314,0.00378466497820873,CD4+ T Cells
HMGCS1,3.5912137,0.98385364,0.00032914159303268,0.004210742448797389,CD4+ T Cells
ARL4D,3.5899696,1.21743,0.00033071662235028567,0.00421969912591383,CD4+ T Cells
HSD17B7,3.5759485,0.8390577,0.00034896037373319754,0.004409701002223263,CD4+ T Cells
FRMD4B,3.5538003,0.9978955,0.00037970736687436706,0.004760819663176098,CD4+ T Cells
RPS6KA1,3.54759,0.66588455,0.0003887728557323572,0.004857646329526319,CD4+ T Cells
PHTF1,3.5293074,1.0684679,0.0004166488957441817,0.005170234024461891,CD4+ T Cells
IKBKG,3.5170329,0.94411147,0.00043639955619486536,0.005383005267334618,CD4+ T Cells
TRIB2,3.4972987,0.7932522,0.00046999513907467676,0.005753265369942045,CD4+ T Cells
PAF1,3.4948661,0.5044758,0.0004742994167249713,0.005791255916112751,CD4+ T Cells
GSTM1,3.4835968,0.6602865,0.0004947242715456585,0.006020324209414746,CD4+ T Cells
CSRP1,3.4828124,0.5304517,0.0004961757713218105,0.006032913643071661,CD4+ T Cells
ZCRB1,3.4731488,0.50882626,0.0005143901601276703,0.006238651489427713,CD4+ T Cells
GNLY,3.467938,1.2866085,0.0005244681657552553,0.006339623968515278,CD4+ T Cells
GET4,3.4644713,1.2642401,0.000531274738058767,0.0064165393864543405,CD4+ T Cells
GNL1,3.453053,0.5567665,0.0005542801027312338,0.0066832323386818515,CD4+ T Cells
ARL6IP6,3.4277759,0.5090225,0.0006085478814307282,0.007264916911238619,CD4+ T Cells
SLC10A3,3.424466,0.75277805,0.0006160091289613462,0.00734792752427182,CD4+ T Cells
LSR,3.3916783,0.52382386,0.0006946593437252623,0.008211622585262108,CD4+ T Cells
TSEN15,3.383647,0.6465074,0.0007152991406606027,0.008426344926331233,CD4+ T Cells
TAPBPL,3.3834796,0.7235138,0.0007157355666916225,0.008426344926331233,CD4+ T Cells
TRAV8-2,3.3640137,1.1948571,0.0007681770770358789,0.008970745865724076,CD4+ T Cells
CALHM2,3.357479,0.659393,0.0007865668032481516,0.009178092803385085,CD4+ T Cells
DDX54,3.3320343,0.55353814,0.0008621359233310916,0.009979395739742051,CD4+ T Cells
PYM1,3.330381,0.54349226,0.0008672728144445207,0.010030831616465044,CD4+ T Cells
CRELD2,3.3158095,0.6698384,0.0009137810753041062,0.010535058468984154,CD4+ T Cells
CEBPD,3.3145466,0.6029393,0.0009179185746803954,0.010565921922872427,CD4+ T Cells
ADA,3.3084135,0.5390002,0.000938261795027972,0.010765828637795183,CD4+ T Cells
ZNF296,3.3028545,1.8797326,0.0009570603767728623,0.010964138235571295,CD4+ T Cells
GK,3.2950757,0.93763345,0.0009839518742504742,0.011218912268345241,CD4+ T Cells
PTGES2,3.2878258,0.7929437,0.0010096426959743231,0.011475663918344448,CD4+ T Cells
B4GALT3,3.2824557,0.66119623,0.0010290717307849101,0.01168731465677148,CD4+ T Cells
ITGA6,3.268291,0.74005085,0.001081990399274633,0.012224836267789306,CD4+ T Cells
FNIP1,3.2527573,0.54972035,0.0011429106992469056,0.012829150432430938,CD4+ T Cells
DLST,3.2466905,0.52697414,0.001167552600853224,0.013065211586809976,CD4+ T Cells
HBEGF,3.2396507,1.6537074,0.0011967617063157816,0.01334048160915489,CD4+ T Cells
ULBP2,3.2298248,2.0979488,0.0012386605813452707,0.013741646039493153,CD4+ T Cells
TSR2,3.224553,0.5428671,0.0012616948174989052,0.01392483776841469,CD4+ T Cells
COMMD8,3.223955,0.55540705,0.0012643332174851495,0.013938780484669,CD4+ T Cells
DDX3Y,3.2224343,0.5068007,0.0012710635685224386,0.013985565606806968,CD4+ T Cells
EPOR,3.2164285,0.751896,0.0012979682751869132,0.014190302316877238,CD4+ T Cells
RASD1,3.1778216,2.001559,0.0014838605181595338,0.016034337443801564,CD4+ T Cells
DUSP10,3.1728554,0.73359805,0.0015094767093986772,0.016286814696711005,CD4+ T Cells
PSMD3,3.1534164,0.65324664,0.0016137148972144985,0.017295437665034503,CD4+ T Cells
FPGS,3.1279185,0.5718967,0.0017604903190680359,0.018729804725437803,CD4+ T Cells
GLUL,3.1006925,0.59016496,0.001930686679435916,0.0203460346429412,CD4+ T Cells
VAMP4,3.0816946,0.6353234,0.0020582581346081357,0.021456006447871122,CD4+ T Cells
CCNB1IP1,3.0733843,0.67896503,0.002116458305820518,0.021999306915888705,CD4+ T Cells
CXCR3,3.0685005,0.5275895,0.002151359917682892,0.02231399759781632,CD4+ T Cells
GLB1,3.0594535,0.7183374,0.0022174119427332355,0.022966165640234206,CD4+ T Cells
SNX20,3.0438373,0.64194363,0.0023358138162570896,0.02405472605510593,CD4+ T Cells
CD320,3.0045657,0.58841604,0.0026596033250333453,0.027004772287654365,CD4+ T Cells
TRMO,2.9929824,0.5747043,0.0027626559329236256,0.027972616300540196,CD4+ T Cells
SCRN2,2.9776907,0.8981061,0.0029042892770439013,0.029313308259401427,CD4+ T Cells
CXorf40B,2.9738545,0.827752,0.002940845526003581,0.029652330254875132,CD4+ T Cells
INPP5K,2.9670513,0.64285636,0.00300670812666481,0.030169250960272634,CD4+ T Cells
UBXN11,2.9590943,0.56228745,0.003085446509650759,0.030831025931033724,CD4+ T Cells
EPS8,2.9578555,1.4507647,0.003097873592975929,0.030933839211020508,CD4+ T Cells
OGDH,2.946562,0.5002222,0.0032132794651279035,0.03193196468470854,CD4+ T Cells
TNFRSF1A,2.9386423,0.6361812,0.0032965327923965356,0.03265278261267907,CD4+ T Cells
ESPN,2.938589,2.7551444,0.0032970983065259605,0.03265278261267907,CD4+ T Cells
ADAM8,2.9356647,0.5837023,0.0033283380066313744,0.03291710363496197,CD4+ T Cells
ZGPAT,2.932666,0.8558376,0.0033606526351225535,0.03321399110490999,CD4+ T Cells
IL17A,2.9306774,1.918243,0.003382238393610941,0.0333817239544043,CD4+ T Cells
ERO1B,2.9258602,0.5212525,0.0034350533158149415,0.033856802742865386,CD4+ T Cells
GZMK,2.9086063,0.58308417,0.003630436955686712,0.03550480226426671,CD4+ T Cells
IL4I1,2.897515,0.7424244,0.0037613177871134444,0.03659886150756182,CD4+ T Cells
UROD,2.8910813,0.7857128,0.0038391872227603882,0.03718152605496657,CD4+ T Cells
MAST4,2.882513,0.7397117,0.0039451693373981295,0.03808049042215713,CD4+ T Cells
PARVB,2.882122,1.2529578,0.003950065904448323,0.03810233571430852,CD4+ T Cells
WDR54,2.8813033,0.5312207,0.0039603432785890015,0.03817602058487959,CD4+ T Cells
HOXB2,2.8784108,0.5182561,0.003996842447836078,0.038489887273805326,CD4+ T Cells
PREB,2.8745825,0.63854045,0.004045619751143402,0.03886857382423233,CD4+ T Cells
GDE1,2.8696456,0.76757437,0.004109319718549929,0.0393759913958271,CD4+ T Cells
HLA-DRB5,2.8691432,2.14783,0.004115853681986196,0.03941249961923115,CD4+ T Cells
TIMM9,2.8603806,0.50461835,0.004231326624600515,0.04033139982302032,CD4+ T Cells
ID1,2.8567545,1.3156673,0.004279967061996875,0.04066109219962756,CD4+ T Cells
GPR25,2.8351645,1.625904,0.004580207126964393,0.043224820059805553,CD4+ T Cells
LDLR,2.8221033,1.1146011,0.00477097999447904,0.044825525675400796,CD4+ T Cells
ZDHHC24,2.8195832,0.6563562,0.004808608318299921,0.04509122084088241,CD4+ T Cells
TOR3A,2.8150077,0.52513134,0.004877605733990383,0.045634302537667794,CD4+ T Cells
SPINK2,-2.7889304,-2.0782602,0.005288244292380199,0.049142971526300004,CD4+ T Cells
LLPH,-2.8112166,-0.5854441,0.0049354533047160825,0.046131184667917956,CD4+ T Cells
APOLD1,-2.8197825,-0.66327345,0.004805621640694284,0.04509122084088241,CD4+ T Cells
RFX1,-2.838363,-0.82140195,0.0045345599709303045,0.04287005412064999,CD4+ T Cells
TRIM44,-2.860123,-0.55311203,0.0042347690274098645,0.040337638615927145,CD4+ T Cells
RBM12,-2.8638449,-0.8580473,0.004185330261414619,0.039945609203435435,CD4+ T Cells
RYBP,-2.8970842,-0.73308593,0.00376648535792615,0.03659984711946161,CD4+ T Cells
RBM7,-2.9510071,-0.6138804,0.003167396412599761,0.031562712599108776,CD4+ T Cells
NMT1,-2.977595,-0.5725332,0.002905196215632155,0.029313308259401427,CD4+ T Cells
RASGEF1B,-3.0196793,-0.51472783,0.0025304240582572977,0.025819435057412164,CD4+ T Cells
ARHGAP5,-3.0246642,-0.8211981,0.0024890939903368017,0.025452085474334404,CD4+ T Cells
IFITM3,-3.0252118,-0.5384012,0.002484591050636143,0.025424008424083697,CD4+ T Cells
IGHG3,-3.1298645,-0.5084318,0.0017488697123305614,0.018672397660784094,CD4+ T Cells
ESYT2,-3.201331,-0.61032736,0.0013679436299282358,0.014892984485652103,CD4+ T Cells
SCML1,-3.2146075,-0.50272626,0.0013062298965995861,0.01425327328348372,CD4+ T Cells
INTS6,-3.2276025,-0.6040269,0.0012483236728052158,0.01381943016206478,CD4+ T Cells
PRKCB,-3.2361894,-0.6502064,0.0012113698217004394,0.01348254611552589,CD4+ T Cells
TTC14,-3.2468555,-0.52617395,0.001166876662929773,0.013065211586809976,CD4+ T Cells
IGLC3,-3.3128054,-0.5041049,0.0009236524470175106,0.010615033563063035,CD4+ T Cells
PURA,-3.366502,-0.5061597,0.0007612798706289383,0.00891659033374788,CD4+ T Cells
FYTTD1,-3.4485228,-0.57433057,0.0005636617303957207,0.006769683266139528,CD4+ T Cells
SIK3,-3.4873028,-0.78799534,0.00048791872504775914,0.0059425050780437935,CD4+ T Cells
RAB21,-3.495725,-0.58667874,0.0004727758014175518,0.005777527931343375,CD4+ T Cells
AGO2,-3.499726,-0.68197924,0.0004657366130638256,0.0057107991986614344,CD4+ T Cells
SESN3,-3.5962834,-0.56923795,0.0003227959799089224,0.004144219195476662,CD4+ T Cells
IGKV3-20,-3.6222546,-2.198602,0.0002920464509529111,0.003789793810616745,CD4+ T Cells
BRD7,-3.688614,-0.6630214,0.00022547901267629678,0.0029903353202688707,CD4+ T Cells
DUS1L,-3.6908844,-0.8894965,0.0002234757276274789,0.002969210562940305,CD4+ T Cells
ANKRD49,-3.709728,-0.7769755,0.00020748206835656438,0.0027771119769205645,CD4+ T Cells
IGHM,-3.7178977,-1.1206154,0.00020088766458375905,0.0027063720846018714,CD4+ T Cells
ITGA1,-3.730188,-1.0525346,0.00019133699035127667,0.0026019313095795318,CD4+ T Cells
NKG7,-3.7565684,-0.8020797,0.00017225916640389107,0.0023669685457719846,CD4+ T Cells
PSMA3-AS1,-3.764911,-0.60153973,0.00016660848294493732,0.0022980535173787397,CD4+ T Cells
PIP4K2A,-4.0732837,-0.6132442,4.635494570472471e-05,0.0007144684725753032,CD4+ T Cells
DCTN6,-4.1464753,-0.6397184,3.376326654144966e-05,0.0005287020601604277,CD4+ T Cells
NDUFC2,-4.367292,-0.5523398,1.2579645996941759e-05,0.00020969458286837592,CD4+ T Cells
CREBRF,-4.4255724,-0.61184436,9.61869851372679e-06,0.00016431280849482044,CD4+ T Cells
CHMP4A,-4.448555,-0.53542125,8.644987122487565e-06,0.00014837997470376344,CD4+ T Cells
ITM2C,-4.516661,-0.92848504,6.282232148378294e-06,0.0001101789296422855,CD4+ T Cells
GABPB1,-4.5745425,-0.7023953,4.7726182542237296e-06,8.504312009896939e-05,CD4+ T Cells
GPR18,-4.5843735,-0.9174181,4.553492899548925e-06,8.143941750750729e-05,CD4+ T Cells
KMT2A,-4.5863013,-0.52066576,4.511678135258697e-06,8.079142442952734e-05,CD4+ T Cells
FOSL2,-4.7049136,-0.5760031,2.539733544558813e-06,4.675242322674487e-05,CD4+ T Cells
ITPKB,-4.719403,-0.90323555,2.365382076391935e-06,4.365397099912615e-05,CD4+ T Cells
AIF1,-4.727899,-1.072604,2.268546508065368e-06,4.2053520059023615e-05,CD4+ T Cells
RBM5,-4.8328896,-0.75363237,1.3456539718425272e-06,2.592578870651069e-05,CD4+ T Cells
PDE7A,-4.837005,-0.77932644,1.31810097778033e-06,2.5428804063338126e-05,CD4+ T Cells
THUMPD3-AS1,-4.8758674,-0.5438189,1.0833142058180888e-06,2.112462701345273e-05,CD4+ T Cells
JOSD1,-4.9706435,-0.5852713,6.673101596070558e-07,1.3241152150860576e-05,CD4+ T Cells
LAIR2,-4.97524,-2.1479793,6.516678712145786e-07,1.2951898940389749e-05,CD4+ T Cells
RBM38,-4.9763007,-0.62571704,6.481086192632942e-07,1.2898877045557913e-05,CD4+ T Cells
BCL11B,-5.048698,-0.5424523,4.4483174489601355e-07,9.039705782163511e-06,CD4+ T Cells
SEMA4D,-5.245152,-0.5149459,1.5615359502177825e-07,3.357670409805992e-06,CD4+ T Cells
C6orf62,-5.263142,-0.73776823,1.416140012278216e-07,3.0765960717197456e-06,CD4+ T Cells
HECA,-5.361215,-0.80601877,8.266405211527387e-08,1.8429370879135559e-06,CD4+ T Cells
SVIP,-5.407404,-0.5331505,6.394473349461375e-08,1.447912909129212e-06,CD4+ T Cells
ATP8A1,-5.4311366,-0.89755875,5.599618607392026e-08,1.2779318869141202e-06,CD4+ T Cells
MDM4,-5.437549,-0.74295473,5.401844993143908e-08,1.2366977089525191e-06,CD4+ T Cells
P2RY10,-5.447067,-0.50522757,5.12072748043721e-08,1.1816874946482614e-06,CD4+ T Cells
ATXN7,-5.4876275,-1.1473123,4.0736743347581535e-08,9.506773217679955e-07,CD4+ T Cells
IFI44L,-5.5307145,-1.403175,3.1892923059150255e-08,7.602285069898601e-07,CD4+ T Cells
SPRY1,-5.872156,-1.27824,4.301628008871401e-09,1.1094519725554421e-07,CD4+ T Cells
NDUFB8,-5.876604,-0.547794,4.187682593934759e-09,1.0819924902078933e-07,CD4+ T Cells
RNF125,-5.9619107,-0.67013836,2.493054103198064e-09,6.643093889350423e-08,CD4+ T Cells
VPS37B,-5.9837213,-0.62870634,2.1809650386056973e-09,5.876421442008535e-08,CD4+ T Cells
SNHG25,-6.1052637,-1.5806403,1.0263121919902096e-09,2.8502324579474744e-08,CD4+ T Cells
WDR74,-6.177171,-0.6150458,6.526029651299432e-10,1.8514730004833624e-08,CD4+ T Cells
HIPK1,-6.2341723,-0.8838464,4.5417221090503523e-10,1.3116602234700508e-08,CD4+ T Cells
CDV3,-6.294513,-0.5635798,3.083663611605152e-10,9.06860341388515e-09,CD4+ T Cells
MRPL1,-6.395981,-0.9395834,1.5952000695878885e-10,4.848939035056126e-09,CD4+ T Cells
PSMA2,-6.4621196,-0.7835719,1.0324647931977245e-10,3.1852309366264123e-09,CD4+ T Cells
CD81,-6.7181673,-0.6147439,1.840245917362942e-11,6.149311357580695e-10,CD4+ T Cells
NDUFB1,-6.7638645,-0.5173056,1.3435881228269474e-11,4.5634686735171597e-10,CD4+ T Cells
GPR171,-6.950833,-0.7752851,3.6313565067149577e-12,1.294140327479279e-10,CD4+ T Cells
ZNF765,-8.030124,-3.5066497,9.73744335484634e-16,4.2057035194409466e-14,CD4+ T Cells
ATP1B3,-8.05786,-0.9662665,7.764162780668634e-16,3.3735637019067405e-14,CD4+ T Cells
